Entity,Code,Year,Fossil fuels (TWh)
France,FRA,2004,1742.1658
France,FRA,2005,1742.5884
France,FRA,2006,1711.2305
France,FRA,2007,1675.2354
France,FRA,2008,1661.7161
France,FRA,2009,1587.6765
France,FRA,2010,1609.9745
France,FRA,2011,1503.1868
France,FRA,2012,1500.3119
France,FRA,2013,1501.0537
France,FRA,2014,1364.985
France,FRA,2015,1392.8246
France,FRA,2016,1422.166
France,FRA,2017,1437.1835
France,FRA,2018,1403.8645
France,FRA,2019,1383.9653
France,FRA,2020,1202.7615
France,FRA,2021,1304.3567
France,FRA,2022,1251.925
Germany,DEU,1965,2921.0217
Germany,DEU,1966,2924.4014
Germany,DEU,1967,2916.7148
Germany,DEU,1968,3115.4314
Germany,DEU,1969,3365.2188
Germany,DEU,1970,3537.806
Germany,DEU,1971,3582.9363
Germany,DEU,1972,3700.902
Germany,DEU,1973,3904.6082
Germany,DEU,1974,3821.4084
Germany,DEU,1975,3642.042
Germany,DEU,1976,3888.0806
Germany,DEU,1977,3834.1592
Germany,DEU,1978,3969.184
Germany,DEU,1979,4176.2085
Germany,DEU,1980,4018.834
Germany,DEU,1981,3856.6355
Germany,DEU,1982,3687.1987
Germany,DEU,1983,3736.7585
Germany,DEU,1984,3811.1025
Germany,DEU,1985,3840.2312
Germany,DEU,1986,3824.398
Germany,DEU,1987,3824.256
Germany,DEU,1988,3796.1597
Germany,DEU,1989,3741.8384
Germany,DEU,1990,3703.8672
Germany,DEU,1991,3620.4028
Germany,DEU,1992,3497.78
Germany,DEU,1993,3492.7603
Germany,DEU,1994,3456.3516
Germany,DEU,1995,3462.4424
Germany,DEU,1996,3578.1897
Germany,DEU,1997,3496.7788
Germany,DEU,1998,3481.8794
Germany,DEU,1999,3392.88
Germany,DEU,2000,3391.7764
Germany,DEU,2001,3460.3813
Germany,DEU,2002,3408.0564
Germany,DEU,2003,3405.0566
Germany,DEU,2004,3366.8105
Germany,DEU,2005,3308.2554
Germany,DEU,2006,3360.6172
Germany,DEU,2007,3214.1074
Germany,DEU,2008,3225.8838
Germany,DEU,2009,3018.4321
Germany,DEU,2010,3134.5288
Germany,DEU,2011,3032.6692
Germany,DEU,2012,3052.564
Germany,DEU,2013,3147.4045
Germany,DEU,2014,2963.163
Germany,DEU,2015,2981.1343
Germany,DEU,2016,3062.101
Germany,DEU,2017,3065.3574
Germany,DEU,2018,2951.88
Germany,DEU,2019,2811.7847
Germany,DEU,2020,2558.2253
Germany,DEU,2021,2699.75
Germany,DEU,2022,2603.2456
Greece,GRC,1982,188.65332
Greece,GRC,1983,193.37941
Greece,GRC,1984,200.67473
Greece,GRC,1985,212.61617
Greece,GRC,1986,211.81422
Greece,GRC,1987,233.85689
Greece,GRC,1988,248.60136
Greece,GRC,1989,271.4485
Greece,GRC,1990,282.07562
Greece,GRC,1991,282.31268
Greece,GRC,1992,290.0773
Greece,GRC,1993,293.64084
Greece,GRC,1994,297.84558
Greece,GRC,1995,306.2551
Greece,GRC,1996,311.83124
Greece,GRC,1997,322.45825
Greece,GRC,1998,343.5748
Greece,GRC,1999,340.64413
Greece,GRC,2000,360.79834
Greece,GRC,2001,367.3915
Greece,GRC,2002,365.89545
Greece,GRC,2003,381.19785
Greece,GRC,2004,381.14084
Greece,GRC,2005,381.22195
Greece,GRC,2006,388.89026
Greece,GRC,2007,405.3247
Greece,GRC,2008,394.57056
Greece,GRC,2009,372.62973
Greece,GRC,2010,347.6643
Greece,GRC,2011,347.52722
Greece,GRC,2012,319.95496
Greece,GRC,2013,287.47495
Greece,GRC,2014,273.054
Greece,GRC,2015,269.76617
Greece,GRC,2016,265.02908
Greece,GRC,2017,283.34296
Greece,GRC,2018,279.19873
Greece,GRC,2019,271.9542
Greece,GRC,2020,228.1807
Greece,GRC,2021,241.71362
Greece,GRC,2022,252.99037
High-income countries,,1965,28649.887
High-income countries,,1966,30007
High-income countries,,1967,31257.955
High-income countries,,1968,33383.703
High-income countries,,1969,35622.715
High-income countries,,1970,37631.234
High-income countries,,1971,38551.293
High-income countries,,1972,40428.55
High-income countries,,1973,42775.477
High-income countries,,1974,41708.855
High-income countries,,1975,40439.35
High-income countries,,1976,42848.75
High-income countries,,1977,43705.152
High-income countries,,1978,44771.555
High-income countries,,1979,46032.113
High-income countries,,1980,44483.062
High-income countries,,1981,43099.89
High-income countries,,1982,41463.9
High-income countries,,1983,41218.67
High-income countries,,1984,42953.027
High-income countries,,1985,43506.453
High-income countries,,1986,44012.56
High-income countries,,1987,45161.08
High-income countries,,1988,46716.04
High-income countries,,1989,47632.39
High-income countries,,1990,47666.227
High-income countries,,1991,47728.96
High-income countries,,1992,48251.297
High-income countries,,1993,48718.754
High-income countries,,1994,49801.89
High-income countries,,1995,50987.43
High-income countries,,1996,52668.625
High-income countries,,1997,53266.79
High-income countries,,1998,53455.555
High-income countries,,1999,54173.312
High-income countries,,2000,55285.805
High-income countries,,2001,55328.445
High-income countries,,2002,55854.703
High-income countries,,2003,56889.77
High-income countries,,2004,57929.383
High-income countries,,2005,58298.914
High-income countries,,2006,58337.766
High-income countries,,2007,59019.973
High-income countries,,2008,58304.855
High-income countries,,2009,55111.2
High-income countries,,2010,57516.297
High-income countries,,2011,56978.582
High-income countries,,2012,56793.773
High-income countries,,2013,57241.586
High-income countries,,2014,56740.53
High-income countries,,2015,57021.266
High-income countries,,2016,57123.37
High-income countries,,2017,57398.72
High-income countries,,2018,58051.355
High-income countries,,2019,56951.727
High-income countries,,2020,51954.33
High-income countries,,2021,54624.223
High-income countries,,2022,54949.848
Hong Kong,HKG,1995,180.68062
Hong Kong,HKG,1996,180.591
Hong Kong,HKG,1997,182.6931
Hong Kong,HKG,1998,186.23376
Hong Kong,HKG,1999,188.62175
Hong Kong,HKG,2000,197.47533
Hong Kong,HKG,2001,249.42023
Hong Kong,HKG,2002,243.43253
Hong Kong,HKG,2003,251.40543
Hong Kong,HKG,2004,281.52692
Hong Kong,HKG,2005,270.09045
Hong Kong,HKG,2006,285.75052
Hong Kong,HKG,2007,304.01202
Hong Kong,HKG,2008,282.851
Hong Kong,HKG,2009,308.8553
Hong Kong,HKG,2010,321.00284
Hong Kong,HKG,2011,328.8775
Hong Kong,HKG,2012,316.29422
Hong Kong,HKG,2013,324.77527
Hong Kong,HKG,2014,317.00565
Hong Kong,HKG,2015,326.21796
Hong Kong,HKG,2016,334.7714
Hong Kong,HKG,2017,359.08435
Hong Kong,HKG,2018,363.22702
Hong Kong,HKG,2019,344.21332
Hong Kong,HKG,2020,257.35547
Hong Kong,HKG,2021,242.56514
Hong Kong,HKG,2022,217.48326
Hungary,HUN,1965,184.75363
Hungary,HUN,1966,187.16714
Hungary,HUN,1967,178.64995
Hungary,HUN,1968,185.34271
Hungary,HUN,1969,198.48152
Hungary,HUN,1970,213.87946
Hungary,HUN,1971,220.81313
Hungary,HUN,1972,227.95273
Hungary,HUN,1973,246.8954
Hungary,HUN,1974,254.52191
Hungary,HUN,1975,269.23694
Hungary,HUN,1976,287.6668
Hungary,HUN,1977,302.53906
Hungary,HUN,1978,323.6296
Hungary,HUN,1979,320.43997
Hungary,HUN,1980,321.5076
Hungary,HUN,1981,318.08426
Hungary,HUN,1982,319.52356
Hungary,HUN,1983,307.00458
Hungary,HUN,1984,311.79596
Hungary,HUN,1985,314.53577
Hungary,HUN,1986,310.3033
Hungary,HUN,1987,314.98105
Hungary,HUN,1988,300.00616
Hungary,HUN,1989,290.02203
Hungary,HUN,1990,283.7129
Hungary,HUN,1991,262.30322
Hungary,HUN,1992,249.41487
Hungary,HUN,1993,239.07959
Hungary,HUN,1994,243.10071
Hungary,HUN,1995,246.34079
Hungary,HUN,1996,251.241
Hungary,HUN,1997,244.75488
Hungary,HUN,1998,249.24669
Hungary,HUN,1999,248.59744
Hungary,HUN,2000,239.83249
Hungary,HUN,2001,247.04901
Hungary,HUN,2002,241.12793
Hungary,HUN,2003,252.71704
Hungary,HUN,2004,253.05676
Hungary,HUN,2005,264.1358
Hungary,HUN,2006,260.49298
Hungary,HUN,2007,252.03383
Hungary,HUN,2008,244.67545
Hungary,HUN,2009,220.37941
Hungary,HUN,2010,224.50964
Hungary,HUN,2011,217.82355
Hungary,HUN,2012,199.77081
Hungary,HUN,2013,187.81438
Hungary,HUN,2014,185.84885
Hungary,HUN,2015,198.32663
Hungary,HUN,2016,202.30748
Hungary,HUN,2017,215.8848
Hungary,HUN,2018,217.81221
Hungary,HUN,2019,217.75838
Hungary,HUN,2020,210.90404
Hungary,HUN,2021,221.17038
Hungary,HUN,2022,201.94504
Iceland,ISL,2007,11.569497
India,IND,1965,562.77496
India,IND,1966,579.2283
India,IND,1967,592.2042
India,IND,1968,627.5498
India,IND,1969,693.5151
India,IND,1970,670.0288
India,IND,1971,692.9109
India,IND,1972,737.4222
India,IND,1973,745.7451
India,IND,1974,800.703
India,IND,1975,848.6298
India,IND,1976,889.2078
India,IND,1977,939.1828
India,IND,1978,948.44336
India,IND,1979,1016.12415
India,IND,1980,1047.7122
India,IND,1981,1167.5793
India,IND,1982,1182.495
India,IND,1983,1254.2588
India,IND,1984,1330.7185
India,IND,1985,1418.2611
India,IND,1986,1525.8998
India,IND,1987,1642.9735
India,IND,1988,1783.563
India,IND,1989,1944.6182
India,IND,1990,2086.0105
India,IND,1991,2193.0864
India,IND,1992,2326.79
India,IND,1993,2388.339
India,IND,1994,2504.1228
India,IND,1995,2713.7434
India,IND,1996,2848.561
India,IND,1997,3009.7446
India,IND,1998,3162.5952
India,IND,1999,3260.4866
India,IND,2000,3446.0303
India,IND,2001,3466.253
India,IND,2002,3589.9685
India,IND,2003,3728.399
India,IND,2004,3964.4377
India,IND,2005,4237.5137
India,IND,2006,4427.847
India,IND,2007,4801.2754
India,IND,2008,5125.3574
India,IND,2009,5552.823
India,IND,2010,5770.7314
India,IND,2011,6001.9395
India,IND,2012,6381.226
India,IND,2013,6551.184
India,IND,2014,6993.9014
India,IND,2015,7246.493
India,IND,2016,7593.6304
India,IND,2017,7845.0522
India,IND,2018,8249.621
India,IND,2019,8357.201
India,IND,2020,7838.526
India,IND,2021,8549.395
India,IND,2022,8954.851
Indonesia,IDN,1965,79.11888
Indonesia,IDN,1966,76.8785
Indonesia,IDN,1967,75.01717
Indonesia,IDN,1968,78.689545
Indonesia,IDN,1969,89.606026
Indonesia,IDN,1970,94.58033
Indonesia,IDN,1971,97.824776
Indonesia,IDN,1972,104.421036
Indonesia,IDN,1973,117.273766
Indonesia,IDN,1974,125.50778
Indonesia,IDN,1975,154.57945
Indonesia,IDN,1976,164.83072
Indonesia,IDN,1977,216.87085
Indonesia,IDN,1978,246.13058
Indonesia,IDN,1979,280.3206
Indonesia,IDN,1980,301.86044
Indonesia,IDN,1981,323.9159
Indonesia,IDN,1982,330.00012
Indonesia,IDN,1983,347.6607
Indonesia,IDN,1984,382.74515
Indonesia,IDN,1985,404.80402
Indonesia,IDN,1986,427.85284
Indonesia,IDN,1987,451.94354
Indonesia,IDN,1988,476.5185
Indonesia,IDN,1989,526.29944
Indonesia,IDN,1990,577.78107
Indonesia,IDN,1991,628.0453
Indonesia,IDN,1992,685.2572
Indonesia,IDN,1993,734.45264
Indonesia,IDN,1994,771.4894
Indonesia,IDN,1995,839.4823
Indonesia,IDN,1996,900.40405
Indonesia,IDN,1997,987.6079
Indonesia,IDN,1998,955.59766
Indonesia,IDN,1999,1045.11
Indonesia,IDN,2000,1120.133
Indonesia,IDN,2001,1195.0663
Indonesia,IDN,2002,1232.8993
Indonesia,IDN,2003,1343.9308
Indonesia,IDN,2004,1328.3251
Indonesia,IDN,2005,1365.5735
Indonesia,IDN,2006,1393.2388
Indonesia,IDN,2007,1492.9761
Indonesia,IDN,2008,1506.9597
Indonesia,IDN,2009,1546.658
Indonesia,IDN,2010,1661.3293
Indonesia,IDN,2011,1772.0503
Indonesia,IDN,2012,1827.526
Indonesia,IDN,2013,1748.4194
Indonesia,IDN,2014,1768.5647
Indonesia,IDN,2015,1809.0085
Indonesia,IDN,2016,1780.8423
Indonesia,IDN,2017,1845.7825
Indonesia,IDN,2018,1975.4154
Indonesia,IDN,2019,2093.4568
Indonesia,IDN,2020,1890.595
Indonesia,IDN,2021,1914.8981
Indonesia,IDN,2022,2437.8594
Iran,IRN,1965,92.20691
Iran,IRN,1966,100.57436
Iran,IRN,1967,110.77067
Iran,IRN,1968,121.92544
Iran,IRN,1969,133.94678
Iran,IRN,1970,158.70999
Iran,IRN,1971,174.0005
Iran,IRN,1972,195.86758
Iran,IRN,1973,237.70222
Iran,IRN,1974,269.8102
Iran,IRN,1975,315.5079
Iran,IRN,1976,355.1258
Iran,IRN,1977,403.2174
Iran,IRN,1978,387.3108
Iran,IRN,1979,422.0517
Iran,IRN,1980,389.55026
Iran,IRN,1981,389.51578
Iran,IRN,1982,441.03876
Iran,IRN,1983,527.59705
Iran,IRN,1984,572.86237
Iran,IRN,1985,626.4981
Iran,IRN,1986,582.42664
Iran,IRN,1987,623.648
Iran,IRN,1988,635.19604
Iran,IRN,1989,701.0689
Iran,IRN,1990,789.45746
Iran,IRN,1991,863.6488
Iran,IRN,1992,946.20764
Iran,IRN,1993,869.6022
Iran,IRN,1994,988.3537
Iran,IRN,1995,1033.3331
Iran,IRN,1996,1124.8204
Iran,IRN,1997,1168.5665
Iran,IRN,1998,1213.3647
Iran,IRN,1999,1316.257
Iran,IRN,2000,1385.2795
Iran,IRN,2001,1479.933
Iran,IRN,2002,1602.8936
Iran,IRN,2003,1628.308
Iran,IRN,2004,1797.4377
Iran,IRN,2005,1898.7263
Iran,IRN,2006,2067.248
Iran,IRN,2007,2202.8115
Iran,IRN,2008,2301.9153
Iran,IRN,2009,2359.8765
Iran,IRN,2010,2392.6362
Iran,IRN,2011,2499.1
Iran,IRN,2012,2519.0745
Iran,IRN,2013,2596.2712
Iran,IRN,2014,2706.107
Iran,IRN,2015,2700.365
Iran,IRN,2016,2820.377
Iran,IRN,2017,2921.311
Iran,IRN,2018,3041.2878
Iran,IRN,2019,3149.172
Iran,IRN,2020,3297.1846
Iran,IRN,2021,3308.4668
Iran,IRN,2022,3335.6204
Iraq,IRQ,2017,591.9463
Iraq,IRQ,2018,598.869
Iraq,IRQ,2019,627.26526
Ireland,IRL,1979,101.344666
Ireland,IRL,1980,97.94836
Ireland,IRL,1981,95.44615
Ireland,IRL,1982,94.91471
Ireland,IRL,1983,93.573235
Ireland,IRL,1984,92.82805
Ireland,IRL,1985,97.06178
Ireland,IRL,1986,104.785965
Ireland,IRL,1987,106.690216
Ireland,IRL,1988,105.61972
Ireland,IRL,1989,109.40909
Ireland,IRL,1990,115.8253
Ireland,IRL,1991,120.25572
Ireland,IRL,1992,120.5881
Ireland,IRL,1993,123.31961
Ireland,IRL,1994,128.1589
Ireland,IRL,1995,131.4651
Ireland,IRL,1996,138.77411
Ireland,IRL,1997,143.31888
Ireland,IRL,1998,153.32564
Ireland,IRL,1999,162.19196
Ireland,IRL,2000,169.82228
Ireland,IRL,2001,180.12549
Ireland,IRL,2002,177.30066
Ireland,IRL,2003,173.52893
Ireland,IRL,2004,176.31061
Ireland,IRL,2005,182.75717
Ireland,IRL,2006,187.19153
Ireland,IRL,2007,189.12663
Ireland,IRL,2008,185.59964
Ireland,IRL,2009,164.15132
Ireland,IRL,2010,166.76732
Ireland,IRL,2011,154.08609
Ireland,IRL,2012,151.88
Ireland,IRL,2013,148.26996
Ireland,IRL,2014,145.66513
Ireland,IRL,2015,151.09332
Ireland,IRL,2016,159.87277
Ireland,IRL,2017,156.51605
Ireland,IRL,2018,157.23679
Ireland,IRL,2019,153.61598
Ireland,IRL,2020,138.31831
Ireland,IRL,2021,146.44899
Ireland,IRL,2022,151.49394
Israel,ISR,1980,92.57665
Israel,ISR,1981,94.15046
Israel,ISR,1982,101.741486
Israel,ISR,1983,101.8094
Israel,ISR,1984,105.94039
Israel,ISR,1985,98.251434
Israel,ISR,1986,103.33867
Israel,ISR,1987,110.80868
Israel,ISR,1988,118.76422
Israel,ISR,1989,124.270004
Israel,ISR,1990,129.1292
Israel,ISR,1991,131.26219
Israel,ISR,1992,153.1128
Israel,ISR,1993,166.29146
Israel,ISR,1994,173.50276
Israel,ISR,1995,195.13654
Israel,ISR,1996,202.22723
Israel,ISR,1997,221.14056
Israel,ISR,1998,232.72064
Israel,ISR,1999,241.175
Israel,ISR,2000,227.28027
Israel,ISR,2001,227.15454
Israel,ISR,2002,231.57265
Israel,ISR,2003,238.5921
Israel,ISR,2004,243.35373
Israel,ISR,2005,244.49413
Israel,ISR,2006,245.98169
Israel,ISR,2007,255.1586
Israel,ISR,2008,262.5598
Israel,ISR,2009,254.91614
Israel,ISR,2010,264.89844
Israel,ISR,2011,269.48422
Israel,ISR,2012,281.45193
Israel,ISR,2013,266.1186
Israel,ISR,2014,258.53638
Israel,ISR,2015,271.95642
Israel,ISR,2016,276.1059
Israel,ISR,2017,281.70483
Israel,ISR,2018,285.8688
Israel,ISR,2019,292.74796
Israel,ISR,2020,273.3161
Israel,ISR,2021,274.96326
Israel,ISR,2022,284.41574
Italy,ITA,1965,784.8056
Italy,ITA,1966,858.30023
Italy,ITA,1967,947.6643
Italy,ITA,1968,1035.8887
Italy,ITA,1969,1132.3536
Italy,ITA,1970,1261.1993
Italy,ITA,1971,1338.6602
Italy,ITA,1972,1404.3909
Italy,ITA,1973,1484.5575
Italy,ITA,1974,1481.2338
Italy,ITA,1975,1437.4283
Italy,ITA,1976,1530.9893
Italy,ITA,1977,1502.5157
Italy,ITA,1978,1557.1619
Italy,ITA,1979,1614.5195
Italy,ITA,1980,1572.048
Italy,ITA,1981,1542.565
Italy,ITA,1982,1501.9165
Italy,ITA,1983,1470.51
Italy,ITA,1984,1489.5533
Italy,ITA,1985,1487.1188
Italy,ITA,1986,1525.9579
Italy,ITA,1987,1604.471
Italy,ITA,1988,1643.8944
Italy,ITA,1989,1714.7087
Italy,ITA,1990,1752.051
Italy,ITA,1991,1778.8286
Italy,ITA,1992,1770.387
Italy,ITA,1993,1731.7411
Italy,ITA,1994,1718.5654
Italy,ITA,1995,1814.1665
Italy,ITA,1996,1799.4818
Italy,ITA,1997,1832.9872
Italy,ITA,1998,1877.4658
Italy,ITA,1999,1919.9059
Italy,ITA,2000,1949.0676
Italy,ITA,2001,1937.9456
Italy,ITA,2002,1942.1345
Italy,ITA,2003,2013.5079
Italy,ITA,2004,2038.8511
Italy,ITA,2005,2058.6958
Italy,ITA,2006,2042.6763
Italy,ITA,2007,2010.1216
Italy,ITA,2008,1938.8276
Italy,ITA,2009,1762.9906
Italy,ITA,2010,1803.9177
Italy,ITA,2011,1749.3113
Italy,ITA,2012,1668.5127
Italy,ITA,2013,1531.2878
Italy,ITA,2014,1414.4424
Italy,ITA,2015,1496.9937
Italy,ITA,2016,1507.9805
Italy,ITA,2017,1541.3867
Italy,ITA,2018,1525.0361
Italy,ITA,2019,1494.4926
Italy,ITA,2020,1320.9961
Italy,ITA,2021,1440.9874
Italy,ITA,2022,1423.48
Japan,JPN,1965,1598.5547
Japan,JPN,1966,1777.5712
Japan,JPN,1967,2100.549
Japan,JPN,1968,2349.549
Japan,JPN,1969,2701.243
Japan,JPN,1970,3034.7344
Japan,JPN,1971,3211.3074
Japan,JPN,1972,3370.1377
Japan,JPN,1973,3823.2097
Japan,JPN,1974,3767.0168
Japan,JPN,1975,3567.6594
Japan,JPN,1976,3683.7068
Japan,JPN,1977,3749.6904
Japan,JPN,1978,3848.2358
Japan,JPN,1979,3951.3894
Japan,JPN,1980,3765.8823
Japan,JPN,1981,3693.186
Japan,JPN,1982,3480.9663
Japan,JPN,1983,3490.373
Japan,JPN,1984,3815.3425
Japan,JPN,1985,3743.1372
Japan,JPN,1986,3735.4526
Japan,JPN,1987,3774.4329
Japan,JPN,1988,4057.0103
Japan,JPN,1989,4182.9062
Japan,JPN,1990,4374.0117
Japan,JPN,1991,4428.32
Japan,JPN,1992,4502.1787
Japan,JPN,1993,4460.201
Japan,JPN,1994,4712.571
Japan,JPN,1995,4876.4834
Japan,JPN,1996,4966.3994
Japan,JPN,1997,4982.256
Japan,JPN,1998,4837.6206
Japan,JPN,1999,4976.206
Japan,JPN,2000,5035.6113
Japan,JPN,2001,4988.1167
Japan,JPN,2002,5021.0254
Japan,JPN,2003,5200.9194
Japan,JPN,2004,5122.8696
Japan,JPN,2005,5157.8296
Japan,JPN,2006,5086.065
Japan,JPN,2007,5130.279
Japan,JPN,2008,5100.908
Japan,JPN,2009,4527.235
Japan,JPN,2010,4790.777
Japan,JPN,2011,4841.036
Japan,JPN,2012,5189.08
Japan,JPN,2013,5133.329
Japan,JPN,2014,4996.624
Japan,JPN,2015,4853.5146
Japan,JPN,2016,4761.283
Japan,JPN,2017,4755.5874
Japan,JPN,2018,4643.376
Japan,JPN,2019,4477.786
Japan,JPN,2020,4118.038
Japan,JPN,2021,4240.5156
Japan,JPN,2022,4206.433
Kazakhstan,KAZ,1985,780.62006
Kazakhstan,KAZ,1986,800.11084
Kazakhstan,KAZ,1987,815.64545
Kazakhstan,KAZ,1988,842.28357
Kazakhstan,KAZ,1989,827.64514
Kazakhstan,KAZ,1990,837.6442
Kazakhstan,KAZ,1991,835.71716
Kazakhstan,KAZ,1992,825.856
Kazakhstan,KAZ,1993,724.32825
Kazakhstan,KAZ,1994,638.2005
Kazakhstan,KAZ,1995,573.8556
Kazakhstan,KAZ,1996,499.27365
Kazakhstan,KAZ,1997,439.5081
Kazakhstan,KAZ,1998,414.59326
Kazakhstan,KAZ,1999,388.82855
Kazakhstan,KAZ,2000,347.47815
Kazakhstan,KAZ,2001,392.451
Kazakhstan,KAZ,2002,397.99652
Kazakhstan,KAZ,2003,439.67847
Kazakhstan,KAZ,2004,470.58612
Kazakhstan,KAZ,2005,485.0141
Kazakhstan,KAZ,2006,524.0585
Kazakhstan,KAZ,2007,582.0432
Kazakhstan,KAZ,2008,617.1841
Kazakhstan,KAZ,2009,553.45264
Kazakhstan,KAZ,2010,592.1218
Kazakhstan,KAZ,2011,675.4985
Kazakhstan,KAZ,2012,712.2215
Kazakhstan,KAZ,2013,715.3795
Kazakhstan,KAZ,2014,750.72156
Kazakhstan,KAZ,2015,616.75104
Kazakhstan,KAZ,2016,689.3691
Kazakhstan,KAZ,2017,745.6853
Kazakhstan,KAZ,2018,774.22723
Kazakhstan,KAZ,2019,784.7612
Kazakhstan,KAZ,2020,720.0585
Kazakhstan,KAZ,2021,781.80884
Kazakhstan,KAZ,2022,832.10266
Kuwait,KWT,2000,211.94315
Kuwait,KWT,2001,214.30533
Kuwait,KWT,2002,226.82956
Kuwait,KWT,2003,271.0907
Kuwait,KWT,2004,302.8387
Kuwait,KWT,2005,334.09308
Kuwait,KWT,2006,321.1306
Kuwait,KWT,2007,311.9603
Kuwait,KWT,2008,337.4702
Kuwait,KWT,2009,349.38324
Kuwait,KWT,2010,392.96442
Kuwait,KWT,2011,403.56592
Kuwait,KWT,2012,414.8776
Kuwait,KWT,2013,424.6419
Kuwait,KWT,2014,431.8404
Kuwait,KWT,2015,448.74585
Kuwait,KWT,2016,443.15808
Kuwait,KWT,2017,450.7618
Kuwait,KWT,2018,461.55707
Kuwait,KWT,2019,420.0204
Kuwait,KWT,2020,397.2072
Kuwait,KWT,2021,416.22913
Kuwait,KWT,2022,442.9055
Latvia,LVA,1985,97.480736
Latvia,LVA,1986,89.89532
Latvia,LVA,1987,79.18485
Latvia,LVA,1988,76.18357
Latvia,LVA,1989,74.3733
Latvia,LVA,1990,73.17163
Latvia,LVA,1991,69.99541
Latvia,LVA,1992,49.580112
Latvia,LVA,1993,40.651257
Latvia,LVA,1994,37.850216
Latvia,LVA,1995,35.883533
Latvia,LVA,1996,35.96225
Latvia,LVA,1997,33.034386
Latvia,LVA,1998,32.693733
Latvia,LVA,1999,30.435944
Latvia,LVA,2000,29.40364
Latvia,LVA,2001,32.3233
Latvia,LVA,2002,33.766403
Latvia,LVA,2003,33.731316
Latvia,LVA,2004,36.334076
Latvia,LVA,2005,37.134514
Latvia,LVA,2006,36.562912
Latvia,LVA,2007,37.89378
Latvia,LVA,2008,37.179195
Latvia,LVA,2009,33.828762
Latvia,LVA,2010,39.240612
Latvia,LVA,2011,35.507725
Latvia,LVA,2012,34.35238
Latvia,LVA,2013,34.12373
Latvia,LVA,2014,32.6558
Latvia,LVA,2015,33.579346
Latvia,LVA,2016,34.60454
Latvia,LVA,2017,33.823208
Latvia,LVA,2018,33.35177
Latvia,LVA,2019,35.49099
Latvia,LVA,2020,30.220821
Latvia,LVA,2021,31.612505
Latvia,LVA,2022,28.995295
Lithuania,LTU,1985,152.63153
Lithuania,LTU,1986,137.5524
Lithuania,LTU,1987,147.53809
Lithuania,LTU,1988,145.82889
Lithuania,LTU,1989,150.18443
Lithuania,LTU,1990,152.35434
Lithuania,LTU,1991,164.21388
Lithuania,LTU,1992,88.31126
Lithuania,LTU,1993,66.31921
Lithuania,LTU,1994,65.050766
Lithuania,LTU,1995,63.989586
Lithuania,LTU,1996,66.82968
Lithuania,LTU,1997,63.99836
Lithuania,LTU,1998,66.46477
Lithuania,LTU,1999,58.610786
Lithuania,LTU,2000,53.14203
Lithuania,LTU,2001,58.27297
Lithuania,LTU,2002,56.747417
Lithuania,LTU,2003,58.078094
Lithuania,LTU,2004,59.859
Lithuania,LTU,2005,64.08221
Lithuania,LTU,2006,64.52317
Lithuania,LTU,2007,69.14487
Lithuania,LTU,2008,68.02335
Lithuania,LTU,2009,58.401016
Lithuania,LTU,2010,62.64392
Lithuania,LTU,2011,64.8416
Lithuania,LTU,2012,64.55679
Lithuania,LTU,2013,58.399178
Lithuania,LTU,2014,56.130875
Lithuania,LTU,2015,58.394295
Lithuania,LTU,2016,58.656914
Lithuania,LTU,2017,60.917324
Lithuania,LTU,2018,63.582466
Lithuania,LTU,2019,62.920345
Lithuania,LTU,2020,62.000282
Lithuania,LTU,2021,61.421577
Lithuania,LTU,2022,55.715515
Lower-middle-income countries,,1965,1022.23315
Lower-middle-income countries,,1966,1087.7693
Lower-middle-income countries,,1967,1128.7202
Lower-middle-income countries,,1968,1207.5093
Lower-middle-income countries,,1969,1301.5952
Lower-middle-income countries,,1970,1348.3862
Lower-middle-income countries,,1971,1403.7133
Lower-middle-income countries,,1972,1484.6672
Lower-middle-income countries,,1973,1586.0411
Lower-middle-income countries,,1974,1677.1356
Lower-middle-income countries,,1975,1842.564
Lower-middle-income countries,,1976,1946.8815
Lower-middle-income countries,,1977,2142.5269
Lower-middle-income countries,,1978,2208.9956
Lower-middle-income countries,,1979,2423.3303
Lower-middle-income countries,,1980,2514.207
Lower-middle-income countries,,1981,2728.2786
Lower-middle-income countries,,1982,2882.3638
Lower-middle-income countries,,1983,3126.6802
Lower-middle-income countries,,1984,3292.4028
Lower-middle-income countries,,1985,6525.297
Lower-middle-income countries,,1986,6701.5176
Lower-middle-income countries,,1987,7015.0312
Lower-middle-income countries,,1988,7187.773
Lower-middle-income countries,,1989,7420.407
Lower-middle-income countries,,1990,8217.201
Lower-middle-income countries,,1991,8257.651
Lower-middle-income countries,,1992,8111.2554
Lower-middle-income countries,,1993,7899.412
Lower-middle-income countries,,1994,7918.4204
Lower-middle-income countries,,1995,8308.715
Lower-middle-income countries,,1996,8544.263
Lower-middle-income countries,,1997,8838.892
Lower-middle-income countries,,1998,9008.204
Lower-middle-income countries,,1999,9421.98
Lower-middle-income countries,,2000,9834.343
Lower-middle-income countries,,2001,10089.953
Lower-middle-income countries,,2002,10458.885
Lower-middle-income countries,,2003,10833.28
Lower-middle-income countries,,2004,11400.124
Lower-middle-income countries,,2005,11937.488
Lower-middle-income countries,,2006,12353.646
Lower-middle-income countries,,2007,13144.904
Lower-middle-income countries,,2008,13695.414
