Entity,Date,Seasonal variation,Combined measurements,Monthly averaged,Annual averaged,sea_temperature_anomaly,Sea surface temp (lower-bound),Sea surface temp (upper-bound),Monthly pH measurement,Annual average,Temperature anomaly,Church & White,University of Hawaii,Average,arctic_sea_ice_osisaf,Monthly averaged,Annual averaged,Monthly averaged,Annual averaged,Snow cover,Annual average,sea_ice_extent,ocean_heat_content_2000m,ocean_heat_content_700m
Northern Hemisphere,1981-11-15,,,,,0.10178,0.078,0.122,,,0.36,,,,,,,,,33575352,24841670,10.929,,
Northern Hemisphere,1981-12-15,,,,,0.12995,0.1025,0.1525,,,0.54,,,,,,,,,43738194,25200322,13.341,,
Northern Hemisphere,1982-01-15,,,,,0.12644,0.101,0.1465,,,-0.14,,,,,,,,,48248582,25737842,15.177,,
Northern Hemisphere,1982-02-15,,,,,0.1175,0.0935,0.137,,,0.17,,,,,,,,,46269839,26111086,15.974,,
Northern Hemisphere,1982-03-15,,,,,0.13859,0.117,0.156,,,0.06,,,,,,,,,40688446,26127434,16.044,,
Northern Hemisphere,1982-04-15,,,,,0.13094,0.11,0.147,,,0.17,,,,,,,,,31763875,25965350,15.466,,
Northern Hemisphere,1982-05-15,,,,,0.15843,0.1385,0.1745,,,0.09,,,,,,,,,18913061,25740122,13.973,,
Northern Hemisphere,1982-06-15,,,,,0.10711,0.0865,0.123,,,0.01,,,,,,,,,9080008,25403204,12.476,,
Northern Hemisphere,1982-07-15,,,,,0.00978,-0.0115,0.026,,,0.04,,,,,,,,,3290677,25124330,10.367,,
Northern Hemisphere,1982-08-15,,,,,-0.0272,-0.0485,-0.011,,,-0.07,,,,,,,,,3048586,24955022,8.139,,
Northern Hemisphere,1982-09-15,,,,,0.01432,-0.008,0.032,,,0.06,,,,,,,,,5390048,24930144,7.302,,
Northern Hemisphere,1982-10-15,,,,,0.11441,0.09,0.1345,,,0,,,,,,,,,17426368,24992550,9.421,,
Northern Hemisphere,1982-11-15,,,,,0.14533,0.1205,0.167,,,-0.11,,,,,,,,,33705434,25025970,11.627,,
Northern Hemisphere,1982-12-15,,,,,0.12945,0.1035,0.152,,,0.38,,,,,,,,,42986952,24999236,13.642,,
Northern Hemisphere,1983-01-15,,,,,0.22615,0.2015,0.248,,,0.55,,,,,,,,,46509928,24892148,14.942,,
Northern Hemisphere,1983-02-15,,,,,0.12361,0.1,0.1445,,,0.35,,,,,,,,,46808602,24844314,16.006,,
Northern Hemisphere,1983-03-15,,,,,0.14582,0.125,0.164,,,0.42,,,,,,,,,40410453,24853196,16.085,,
Northern Hemisphere,1983-04-15,,,,,0.09757,0.077,0.1125,,,0.06,,,,,,,,,30119103,24769672,15.172,,
Northern Hemisphere,1983-05-15,,,,,0.19295,0.1735,0.2075,,,0.05,,,,,,,,,20972793,24791800,13.491,,
Northern Hemisphere,1983-06-15,,,,,0.19882,0.18,0.213,,,0.11,,,,,,,,,10352359,24932222,12.296,,
Northern Hemisphere,1983-07-15,,,,,0.15381,0.133,0.1685,,,0.2,,,,,,,,,4267052,25024230,10.57,,
Northern Hemisphere,1983-08-15,,,,,0.1129,0.092,0.13,,,0.25,,,,,,,,,3142210,25068458,8.186,,
Northern Hemisphere,1983-09-15,,,,,0.15477,0.1325,0.1725,,,0.26,,,,,,,,,5110738,25060062,7.395,,
Northern Hemisphere,1983-10-15,,,,,0.05787,0.033,0.0765,,,0.12,,,,,,,,,17169357,25038052,9.334,,
Northern Hemisphere,1983-11-15,,,,,0.04373,0.0165,0.067,,,0.49,,,,,,,,,32631910,24980432,11.461,,
Northern Hemisphere,1983-12-15,,,,,0.06806,0.0425,0.09,,,0.11,,,,,,,,,44404643,24997988,13.299,,
Northern Hemisphere,1984-01-15,,,,,0.01641,-0.0085,0.038,,,0.33,,,,,,,,,46519879,25056686,14.473,,
Northern Hemisphere,1984-02-15,,,,,0.01979,-0.0045,0.039,,,0.02,,,,,,,,,45121621,24983144,15.299,,
Northern Hemisphere,1984-03-15,,,,,0.05315,0.03,0.0705,,,0.18,,,,,,,,,41123339,24957410,15.584,,
Northern Hemisphere,1984-04-15,,,,,0.0303,0.0085,0.0465,,,-0.07,,,,,,,,,30618434,25036716,15.015,,
Northern Hemisphere,1984-05-15,,,,,0.04791,0.029,0.063,,,0.23,,,,,,,,,18508663,24977072,13.577,,
Northern Hemisphere,1984-06-15,,,,,-0.0649,-0.0845,-0.049,,,0.09,,,,,,,,,8452138,24821224,12.152,,
Northern Hemisphere,1984-07-15,,,,,0.06318,0.0415,0.079,,,0.09,,,,,,,,,3390309,24724720,9.977,,
Northern Hemisphere,1984-08-15,,,,,0.00355,-0.019,0.0205,,,0.06,,,,,,,,,2517644,24664120,7.771,,
Northern Hemisphere,1984-09-15,,,,,0.04878,0.024,0.068,,,-0.04,,,,,,,,,3920014,24579936,6.805,,
Northern Hemisphere,1984-10-15,,,,,-0.08915,-0.1155,-0.069,,,0.09,,,,,,,,,17440179,24510832,8.561,,
Northern Hemisphere,1984-11-15,,,,,-0.10731,-0.1345,-0.0865,,,-0.1,,,,,,,,,33398513,24513494,10.842,,
Northern Hemisphere,1984-12-15,,,,,-0.14595,-0.1735,-0.1265,,,-0.42,,,,,,,,,42326315,24424324,12.989,,
Northern Hemisphere,1985-01-15,,,,,-0.11476,-0.1435,-0.095,,,0.07,,,,,,,,,50177375,24493758,14.725,,
Northern Hemisphere,1985-02-15,,,,,-0.11639,-0.1435,-0.097,,,-0.29,,,,,,,,,48520071,24797124,15.466,,
Northern Hemisphere,1985-03-15,,,,,-0.11886,-0.144,-0.101,,,0,,,,,,,,,44282014,25053400,15.886,,
Northern Hemisphere,1985-04-15,,,,,-0.15084,-0.174,-0.134,,,-0.04,,,,,,,,,32683448,25273730,15.357,,
Northern Hemisphere,1985-05-15,,,,,-0.04625,-0.0685,-0.03,,,0.09,,,,,,,,,22511832,25525762,14.073,,
Northern Hemisphere,1985-06-15,,,,,-0.00176,-0.024,0.015,,,0,,,,,,,,,13409966,25907606,12.219,,
Northern Hemisphere,1985-07-15,,,,,-0.05678,-0.079,-0.0395,,,-0.08,,,,,,,,,4944182,26170548,9.744,,
Northern Hemisphere,1985-08-15,,,,,-0.03822,-0.062,-0.02,,,-0.02,,,,,,,,,2989913,26255108,7.402,,
Northern Hemisphere,1985-09-15,,,,,0.03681,0.011,0.056,,,0.03,,,,,,,,,4545997,26301956,6.698,,
Northern Hemisphere,1985-10-15,,,,,-0.01056,-0.038,0.0085,,,0.02,,,,,,,,,17450742,26327272,8.546,,
Northern Hemisphere,1985-11-15,,,,,0.01822,-0.0105,0.038,,,0.03,,,,,,,,,37903069,26525166,11.025,,
Northern Hemisphere,1985-12-15,,,,,-0.03562,-0.0645,-0.0155,,,0.16,,,,,,,,,46247301,26870622,13.05,,
Northern Hemisphere,1986-01-15,,,,,-0.06023,-0.0905,-0.0395,,,0.36,,,,,,,,,46377047,26865168,14.89,,
Northern Hemisphere,1986-02-15,,,,,-0.03119,-0.0595,-0.012,,,0.31,,,,,,,,,47921750,26682764,15.785,,
Northern Hemisphere,1986-03-15,,,,,-0.04288,-0.069,-0.0245,,,0.26,,,,,,,,,39930729,26487774,15.91,,
Northern Hemisphere,1986-04-15,,,,,0.01557,-0.008,0.032,,,0.15,,,,,,,,,30372456,26207650,15.059,,
Northern Hemisphere,1986-05-15,,,,,0.07145,0.049,0.087,,,0.2,,,,,,,,,20493007,26030112,13.379,,
Northern Hemisphere,1986-06-15,,,,,0.079,0.0575,0.095,,,0.14,,,,,,,,,11029939,25842818,11.976,,
Northern Hemisphere,1986-07-15,,,,,0.03737,0.014,0.055,,,-0.02,,,,,,,,,4274998,25719852,10.146,,
Northern Hemisphere,1986-08-15,,,,,0.04006,0.016,0.057,,,0.04,,,,,,,,,2999969,25692792,7.979,,
Northern Hemisphere,1986-09-15,,,,,0.05996,0.0345,0.079,,,-0.02,,,,,,,,,6507621,25779194,7.411,,
Northern Hemisphere,1986-10-15,,,,,0.02365,-0.003,0.044,,,0.09,,,,,,,,,17436103,25856500,9.484,,
Northern Hemisphere,1986-11-15,,,,,0.0402,0.0105,0.0615,,,0.04,,,,,,,,,33915919,25681118,11.453,,
Northern Hemisphere,1986-12-15,,,,,0.04369,0.0155,0.0645,,,0.06,,,,,,,,,41892096,25337778,13.222,,
Northern Hemisphere,1987-01-15,,,,,-0.0346,-0.0635,-0.0125,,,0.25,,,,,,,,,47774666,25220062,14.97,,
Northern Hemisphere,1987-02-15,,,,,-0.00301,-0.031,0.017,,,0.51,,,,,,,,,45743013,25181992,16.05,,
Northern Hemisphere,1987-03-15,,,,,0.06514,0.0385,0.0845,,,0,,,,,,,,,43626938,25248244,15.816,,
Northern Hemisphere,1987-04-15,,,,,0.04691,0.0225,0.064,,,0.07,,,,,,,,,31030792,25429002,15.211,,
Northern Hemisphere,1987-05-15,,,,,0.1741,0.1495,0.1905,,,0.23,,,,,,,,,18569114,25373456,13.743,,
Northern Hemisphere,1987-06-15,,,,,0.18504,0.163,0.201,,,0.16,,,,,,,,,12155353,25343724,12.486,,
Northern Hemisphere,1987-07-15,,,,,0.22494,0.199,0.242,,,0.26,,,,,,,,,5181565,25426932,10.333,,
Northern Hemisphere,1987-08-15,,,,,0.33847,0.3125,0.355,,,0.27,,,,,,,,,2736091,25452620,7.628,,
Northern Hemisphere,1987-09-15,,,,,0.30281,0.276,0.3215,,,0.39,,,,,,,,,5184292,25383766,7.279,,
Northern Hemisphere,1987-10-15,,,,,0.27445,0.2465,0.294,,,0.22,,,,,,,,,13347004,25157550,9.049,,
Northern Hemisphere,1987-11-15,,,,,0.32855,0.2995,0.35,,,0.1,,,,,,,,,32138212,24911578,11.224,,
Northern Hemisphere,1987-12-15,,,,,0.28111,0.251,0.302,,,0.5,,,,,,,,,42510317,24867210,,,
Northern Hemisphere,1988-01-15,,,,,0.33911,0.309,0.359,,,0.59,,,,,,,,,47394294,24875942,,,
Northern Hemisphere,1988-02-15,,,,,0.26529,0.236,0.2845,,,0.46,,,,,,,,,45418324,24846078,15.583,,
Northern Hemisphere,1988-03-15,,,,,0.27531,0.249,0.2925,,,0.47,,,,,,,,,39872664,24683350,15.957,,
Northern Hemisphere,1988-04-15,,,,,0.26669,0.2425,0.2825,,,0.44,,,,,,,,,29041036,24476378,15.123,,
Northern Hemisphere,1988-05-15,,,,,0.17978,0.156,0.196,,,0.43,,,,,,,,,18824880,24441764,13.561,,
Northern Hemisphere,1988-06-15,,,,,0.23188,0.2085,0.247,,,0.4,,,,,,,,,8057937,24290304,11.943,,
Northern Hemisphere,1988-07-15,,,,,0.28387,0.2585,0.301,,,0.42,,,,,,,,,3348678,24068380,9.809,,
Northern Hemisphere,1988-08-15,,,,,0.24492,0.2185,0.261,,,0.26,,,,,,,,,2314353,23980838,7.892,,
Northern Hemisphere,1988-09-15,,,,,0.12492,0.0995,0.1425,,,0.27,,,,,,,,,4053684,23906708,7.369,,
Northern Hemisphere,1988-10-15,,,,,0.1027,0.076,0.122,,,0.23,,,,,,,,,12780834,23814472,9.135,,
Northern Hemisphere,1988-11-15,,,,,-0.00939,-0.0375,0.0095,,,0.06,,,,,,,,,31589381,23716376,11.331,,
Northern Hemisphere,1988-12-15,,,,,-0.03416,-0.063,-0.0155,,,0.43,,,,,,,,,41313038,23615830,13.626,,
Northern Hemisphere,1989-01-15,,,,,-0.02846,-0.059,-0.0085,,,0.08,,,,,,,,,45885856,23487728,14.955,,
Northern Hemisphere,1989-02-15,,,,,0.04304,0.0145,0.063,,,0.39,,,,,,,,,44230167,23379418,15.495,,
Northern Hemisphere,1989-03-15,,,,,0.03673,0.01,0.0545,,,0.45,,,,,,,,,38572869,23290908,15.423,,
Northern Hemisphere,1989-04-15,,,,,0.16594,0.142,0.1825,,,0.32,,,,,,,,,30042422,23281390,14.328,,
Northern Hemisphere,1989-05-15,,,,,0.17864,0.1555,0.1945,,,0.22,,,,,,,,,18055332,23288490,13.044,,
Northern Hemisphere,1989-06-15,,,,,0.21588,0.1945,0.2315,,,0.24,,,,,,,,,9185922,23306312,12.245,,
Northern Hemisphere,1989-07-15,,,,,0.31888,0.295,0.336,,,0.32,,,,,,,,,4011740,23379280,10.13,,
Northern Hemisphere,1989-08-15,,,,,0.32357,0.2985,0.3405,,,0.26,,,,,,,,,2413212,23410862,7.882,,
Northern Hemisphere,1989-09-15,,,,,0.24263,0.216,0.2605,,,0.23,,,,,,,,,5740413,23488864,7.008,,
Northern Hemisphere,1989-10-15,,,,,0.16472,0.138,0.1845,,,0.25,,,,,,,,,16684927,23721660,8.829,,
Northern Hemisphere,1989-11-15,,,,,0.1851,0.158,0.205,,,0.11,,,,,,,,,32817690,23935946,11.115,,
Northern Hemisphere,1989-12-15,,,,,0.14729,0.119,0.1685,,,0.33,,,,,,,,,44959756,24139602,13.387,,
Northern Hemisphere,1990-01-15,,,,,0.19608,0.167,0.218,,,0.47,,,,,,,,,45672660,24280122,14.783,,
Northern Hemisphere,1990-02-15,,,,,0.28841,0.2595,0.307,,,0.54,,,,,,,,,43510820,24239828,15.578,,
Northern Hemisphere,1990-03-15,,,,,0.33106,0.3055,0.3495,,,1.16,,,,,,,,,37122145,24155590,15.867,,
Northern Hemisphere,1990-04-15,,,,,0.35232,0.3295,0.368,,,0.71,,,,,,,,,28120319,24011716,14.65,,
Northern Hemisphere,1990-05-15,,,,,0.35276,0.331,0.368,,,0.5,,,,,,,,,17040199,23892250,13.226,,
Northern Hemisphere,1990-06-15,,,,,0.29772,0.2765,0.313,,,0.48,,,,,,,,,7170601,23762188,11.641,,
Northern Hemisphere,1990-07-15,,,,,0.37558,0.3525,0.3915,,,0.32,,,,,,,,,2973446,23638036,9.247,,
Northern Hemisphere,1990-08-15,,,,,0.3663,0.3425,0.3825,,,0.41,,,,,,,,,2382717,23594030,6.797,,
Northern Hemisphere,1990-09-15,,,,,0.38471,0.358,0.403,,,0.42,,,,,,,,,3838303,23509396,6.143,,
Northern Hemisphere,1990-10-15,,,,,0.43251,0.404,0.452,,,0.48,,,,,,,,,15248507,23372834,8.485,,
Northern Hemisphere,1990-11-15,,,,,0.37963,0.3505,0.398,,,0.46,,,,,,,,,30210775,23199528,11.075,,
Northern Hemisphere,1990-12-15,,,,,0.36252,0.333,0.3825,,,0.38,,,,,,,,,44214439,23064314,13.106,,
Northern Hemisphere,1991-01-15,,,,,0.3853,0.3555,0.4065,,,0.59,,,,,,,,,46244867,23058768,14.364,,
Northern Hemisphere,1991-02-15,,,,,0.31063,0.2825,0.33,,,0.57,,,,,,,,,45587194,23173302,15.249,,
Northern Hemisphere,1991-03-15,,,,,0.29209,0.266,0.309,,,0.46,,,,,,,,,39452672,23342682,15.416,,
Northern Hemisphere,1991-04-15,,,,,0.36759,0.3445,0.3835,,,0.56,,,,,,,,,28572965,23458300,14.86,,
Northern Hemisphere,1991-05-15,,,,,0.29945,0.279,0.3145,,,0.33,,,,,,,,,18878492,23554346,13.473,,
Northern Hemisphere,1991-06-15,,,,,0.33634,0.3175,0.3515,,,0.47,,,,,,,,,10640317,23781990,12.108,,
Northern Hemisphere,1991-07-15,,,,,0.37957,0.3585,0.395,,,0.43,,,,,,,,,3394022,23937688,9.514,,
Northern Hemisphere,1991-08-15,,,,,0.32695,0.305,0.3435,,,0.35,,,,,,,,,3017041,23982778,7.415,,
Northern Hemisphere,1991-09-15,,,,,0.21372,0.1885,0.23,,,0.36,,,,,,,,,4206690,24024994,6.473,,
Northern Hemisphere,1991-10-15,,,,,0.19077,0.1635,0.209,,,0.29,,,,,,,,,15579561,24053688,8.541,,
Northern Hemisphere,1991-11-15,,,,,0.18539,0.157,0.204,,,0.33,,,,,,,,,34351636,24248810,10.885,,
Northern Hemisphere,1991-12-15,,,,,0.20621,0.178,0.225,,,0.2,,,,,,,,,43025456,24362818,12.945,,
Northern Hemisphere,1992-01-15,,,,,0.21497,0.186,0.234,,,0.61,,,,,,,,,46218447,24312798,14.643,,
Northern Hemisphere,1992-02-15,,,,,0.25663,0.2285,0.274,,,0.5,,,,,,,,,43534184,24221718,15.462,,
Northern Hemisphere,1992-03-15,,,,,0.25127,0.226,0.268,,,0.55,,,,,,,,,38535901,24114662,15.481,,
Northern Hemisphere,1992-04-15,,,,,0.23107,0.208,0.2465,,,0.16,,,,,,,,,28817687,24117444,14.677,,
Northern Hemisphere,1992-05-15,,,,,0.28259,0.2605,0.297,,,0.19,,,,,,,,,18910025,24154908,13.216,,
Northern Hemisphere,1992-06-15,,,,,0.30558,0.287,0.32,,,0.04,,,,,,,,,10261077,24162084,12.147,,
Northern Hemisphere,1992-07-15,,,,,0.15329,0.133,0.169,,,-0.1,,,,,,,,,3594345,24174750,10.323,,
Northern Hemisphere,1992-08-15,,,,,0.0576,0.0365,0.073,,,-0.07,,,,,,,,,2437486,24158472,7.925,,
Northern Hemisphere,1992-09-15,,,,,0.0592,0.034,0.0765,,,-0.18,,,,,,,,,5792103,24199958,7.474,,
Northern Hemisphere,1992-10-15,,,,,0.06511,0.038,0.0845,,,-0.17,,,,,,,,,16775895,24281964,9.319,,
Northern Hemisphere,1992-11-15,,,,,0.02251,-0.0055,0.042,,,-0.09,,,,,,,,,34051455,24267408,11.379,,
Northern Hemisphere,1992-12-15,,,,,0.09805,0.0695,0.1175,,,0.21,,,,,,,,,45726228,24346918,13.407,,
Northern Hemisphere,1993-01-15,,,,,0.24952,0.2205,0.269,,,0.39,,,,,,,,,46878884,24478632,14.896,,
Northern Hemisphere,1993-02-15,,,,,0.19657,0.17,0.216,,,0.52,,,,,,,,,45272962,24589582,15.686,,
Northern Hemisphere,1993-03-15,,,,,0.13998,0.1155,0.157,,,0.39,,,,,,,,,39777053,24709574,15.813,,
Northern Hemisphere,1993-04-15,,,,,0.20184,0.179,0.218,,,0.23,,,,,,,,,28379107,24741354,15.077,,
Northern Hemisphere,1993-05-15,,,,,0.25078,0.2305,0.266,,,0.32,,,,,,,,,18622355,24711716,13.368,,
Northern Hemisphere,1993-06-15,,,,,0.26451,0.2465,0.28,,,0.22,,,,,,,,,7913212,24596974,11.871,,
Northern Hemisphere,1993-07-15,,,,,0.19656,0.1775,0.212,,,0.12,,,,,,,,,3332444,24492580,9.476,,
Northern Hemisphere,1993-08-15,,,,,0.12427,0.103,0.141,,,0.02,,,,,,,,,2629501,24490234,7.335,,
Northern Hemisphere,1993-09-15,,,,,0.1145,0.0905,0.133,,,-0.06,,,,,,,,,5376730,24479918,6.397,,
Northern Hemisphere,1993-10-15,,,,,0.09006,0.0645,0.1095,,,0.12,,,,,,,,,18219143,24524704,8.786,,
Northern Hemisphere,1993-11-15,,,,,0.15698,0.13,0.1785,,,-0.21,,,,,,,,,38596997,24783272,11.319,,
Northern Hemisphere,1993-12-15,,,,,0.14614,0.119,0.166,,,0.22,,,,,,,,,44033476,24891966,13.319,,
Northern Hemisphere,1994-01-15,,,,,0.19848,0.17,0.2195,,,0.34,,,,,,,,,45269132,24751836,14.73,,
Northern Hemisphere,1994-02-15,,,,,0.2184,0.1925,0.237,,,-0.04,,,,,,,,,45922760,24714166,15.562,,
Northern Hemisphere,1994-03-15,,,,,0.23736,0.213,0.2545,,,0.49,,,,,,,,,39403453,24723358,15.554,,
Northern Hemisphere,1994-04-15,,,,,0.307,0.285,0.323,,,0.48,,,,,,,,,29754790,24768308,14.888,,
Northern Hemisphere,1994-05-15,,,,,0.2926,0.273,0.308,,,0.39,,,,,,,,,18680435,24825426,13.624,,
Northern Hemisphere,1994-06-15,,,,,0.28548,0.268,0.3005,,,0.42,,,,,,,,,8996950,24875318,12.016,,
Northern Hemisphere,1994-07-15,,,,,0.31995,0.3015,0.336,,,0.34,,,,,,,,,3276684,24916002,9.925,,
Northern Hemisphere,1994-08-15,,,,,0.38216,0.3625,0.399,,,0.32,,,,,,,,,2713704,24917402,7.639,,
Northern Hemisphere,1994-09-15,,,,,0.35797,0.3345,0.376,,,0.33,,,,,,,,,4868449,24898582,7.138,,
Northern Hemisphere,1994-10-15,,,,,0.39789,0.372,0.417,,,0.54,,,,,,,,,14231831,24709066,8.915,,
Northern Hemisphere,1994-11-15,,,,,0.35261,0.324,0.3725,,,0.5,,,,,,,,,33607826,24326500,11.123,,
Northern Hemisphere,1994-12-15,,,,,0.33925,0.311,0.36,,,0.36,,,,,,,,,43581964,24109126,13.272,,
Northern Hemisphere,1995-01-15,,,,,0.33783,0.3085,0.358,,,0.75,,,,,,,,,46127759,24128210,14.586,,
Northern Hemisphere,1995-02-15,,,,,0.38004,0.3535,0.399,,,1.19,,,,,,,,,42667292,24020790,15.226,,
Northern Hemisphere,1995-03-15,,,,,0.36102,0.3365,0.378,,,0.59,,,,,,,,,38249182,23854528,15.26,,
Northern Hemisphere,1995-04-15,,,,,0.36709,0.3465,0.384,,,0.71,,,,,,,,,32947428,23947044,14.449,,
Northern Hemisphere,1995-05-15,,,,,0.27804,0.2585,0.294,,,0.41,,,,,,,,,19300981,24100226,12.972,,
Northern Hemisphere,1995-06-15,,,,,0.45435,0.435,0.47,,,0.5,,,,,,,,,9481469,24146968,11.44,,
Northern Hemisphere,1995-07-15,,,,,0.47778,0.458,0.4935,,,0.37,,,,,,,,,3970573,24195682,8.987,,
Northern Hemisphere,1995-08-15,,,,,0.49907,0.4785,0.516,,,0.54,,,,,,,,,3534687,24260186,6.744,,
Northern Hemisphere,1995-09-15,,,,,0.33969,0.3165,0.3575,,,0.43,,,,,,,,,6256272,24354762,6.08,,
Northern Hemisphere,1995-10-15,,,,,0.34279,0.3175,0.3635,,,0.6,,,,,,,,,17535070,24550168,7.829,,
Northern Hemisphere,1995-11-15,,,,,0.32987,0.302,0.3515,,,0.57,,,,,,,,,35040938,24748740,10.761,,
Northern Hemisphere,1995-12-15,,,,,0.34875,0.32,0.369,,,0.27,,,,,,,,,44112927,24828218,12.921,,
Northern Hemisphere,1996-01-15,,,,,0.25131,0.222,0.2725,,,0.27,,,,,,,,,46925730,24885018,14.181,,
Northern Hemisphere,1996-02-15,,,,,0.22791,0.2005,0.2475,,,0.54,,,,,,,,,45029815,25021374,15.155,,
Northern Hemisphere,1996-03-15,,,,,0.22197,0.1965,0.24,,,0.32,,,,,,,,,41855000,25266698,15.123,,
Northern Hemisphere,1996-04-15,,,,,0.24158,0.2205,0.258,,,0.17,,,,,,,,,33117955,25437660,14.216,,
Northern Hemisphere,1996-05-15,,,,,0.27589,0.2565,0.292,,,0.35,,,,,,,,,20735760,25542372,13.094,,
Northern Hemisphere,1996-06-15,,,,,0.33255,0.3135,0.3485,,,0.25,,,,,,,,,11254858,25705612,12.084,,
Northern Hemisphere,1996-07-15,,,,,0.27099,0.2505,0.287,,,0.29,,,,,,,,,3962738,25790362,10.164,,
Northern Hemisphere,1996-08-15,,,,,0.32707,0.3065,0.344,,,0.18,,,,,,,,,2599440,25749958,8.18,,
Northern Hemisphere,1996-09-15,,,,,0.27141,0.2485,0.2895,,,0.04,,,,,,,,,6591240,25717962,7.583,,
Northern Hemisphere,1996-10-15,,,,,0.1952,0.17,0.2155,,,0.04,,,,,,,,,19142141,25768096,9.161,,
Northern Hemisphere,1996-11-15,,,,,0.1389,0.111,0.16,,,0.35,,,,,,,,,35246953,25795928,10.402,,
Northern Hemisphere,1996-12-15,,,,,0.16386,0.135,0.1845,,,0.35,,,,,,,,,41955060,25688202,12.861,,
Northern Hemisphere,1997-01-15,,,,,0.24451,0.2145,0.2645,,,0.36,,,,,,,,,46755855,25584786,14.417,,
Northern Hemisphere,1997-02-15,,,,,0.32348,0.2965,0.342,,,0.59,,,,,,,,,45581751,25607326,15.437,,
Northern Hemisphere,1997-03-15,,,,,0.34306,0.3175,0.361,,,0.74,,,,,,,,,39022784,25519276,15.467,,
Northern Hemisphere,1997-04-15,,,,,0.32035,0.2985,0.337,,,0.49,,,,,,,,,30990489,25309624,14.563,,
Northern Hemisphere,1997-05-15,,,,,0.42865,0.408,0.4445,,,0.42,,,,,,,,,19969956,25192588,13.177,,
Northern Hemisphere,1997-06-15,,,,,0.52972,0.51,0.545,,,0.49,,,,,,,,,10106406,25110774,11.738,,
Northern Hemisphere,1997-07-15,,,,,0.58245,0.563,0.5985,,,0.41,,,,,,,,,4344839,25081376,9.411,,
Northern Hemisphere,1997-08-15,,,,,0.5601,0.539,0.576,,,0.48,,,,,,,,,3633900,25142426,7.285,,
Northern Hemisphere,1997-09-15,,,,,0.55595,0.5315,0.573,,,0.52,,,,,,,,,6861245,25196774,6.686,,
Northern Hemisphere,1997-10-15,,,,,0.58504,0.558,0.604,,,0.63,,,,,,,,,17541816,25139540,8.337,,
Northern Hemisphere,1997-11-15,,,,,0.55905,0.5305,0.579,,,0.59,,,,,,,,,34454258,25039026,10.684,,
Northern Hemisphere,1997-12-15,,,,,0.55491,0.526,0.574,,,0.51,,,,,,,,,44285750,25106510,13.076,,
Northern Hemisphere,1998-01-15,,,,,0.56784,0.539,0.587,,,0.62,,,,,,,,,46084579,25172866,14.721,,
Northern Hemisphere,1998-02-15,,,,,0.59983,0.573,0.618,,,1.04,,,,,,,,,44771166,25109746,15.746,,
Northern Hemisphere,1998-03-15,,,,,0.54643,0.5215,0.563,,,0.72,,,,,,,,,41345561,25172040,15.598,,
Northern Hemisphere,1998-04-15,,,,,0.57947,0.558,0.595,,,0.87,,,,,,,,,30877317,25262536,14.892,,
Northern Hemisphere,1998-05-15,,,,,0.5831,0.562,0.598,,,0.66,,,,,,,,,18827111,25209508,13.59,,
Northern Hemisphere,1998-06-15,,,,,0.58366,0.5645,0.5985,,,0.73,,,,,,,,,9481227,25135138,11.706,,
Northern Hemisphere,1998-07-15,,,,,0.6544,0.633,0.669,,,0.75,,,,,,,,,3930605,25092710,9.415,,
Northern Hemisphere,1998-08-15,,,,,0.68479,0.6635,0.701,,,0.72,,,,,,,,,3140550,25054060,7.509,,
Northern Hemisphere,1998-09-15,,,,,0.43328,0.409,0.45,,,0.61,,,,,,,,,5959671,24994266,6.536,,
Northern Hemisphere,1998-10-15,,,,,0.43475,0.407,0.4535,,,0.54,,,,,,,,,19375661,25036324,8.452,,
Northern Hemisphere,1998-11-15,,,,,0.42979,0.403,0.449,,,0.49,,,,,,,,,33975331,25090694,10.441,,
Northern Hemisphere,1998-12-15,,,,,0.38331,0.3545,0.4015,,,0.74,,,,,,,,,43727399,25047958,12.759,,
Northern Hemisphere,1999-01-15,,,,,0.3009,0.273,0.3215,,,0.59,,,,,,,,,44692425,24963986,14.359,,
Northern Hemisphere,1999-02-15,,,,,0.31012,0.283,0.328,,,1,,,,,,,,,43849528,24866374,15.309,,
Northern Hemisphere,1999-03-15,,,,,0.34833,0.3235,0.365,,,0.29,,,,,,,,,39669116,24765686,15.398,,
Northern Hemisphere,1999-04-15,,,,,0.32342,0.302,0.338,,,0.54,,,,,,,,,29676116,24644136,15.084,,
Northern Hemisphere,1999-05-15,,,,,0.34049,0.3195,0.3555,,,0.36,,,,,,,,,18919422,24600338,13.751,,
Northern Hemisphere,1999-06-15,,,,,0.32877,0.308,0.3435,,,0.35,,,,,,,,,8698273,24569810,11.779,,
Northern Hemisphere,1999-07-15,,,,,0.32395,0.302,0.339,,,0.35,,,,,,,,,3429649,24517432,9.488,,
Northern Hemisphere,1999-08-15,,,,,0.33699,0.315,0.353,,,0.3,,,,,,,,,2612153,24473682,7.226,,
Northern Hemisphere,1999-09-15,,,,,0.29367,0.267,0.31,,,0.4,,,,,,,,,5010451,24410358,6.117,,
Northern Hemisphere,1999-10-15,,,,,0.29852,0.27,0.3165,,,0.39,,,,,,,,,17553498,24295270,8.603,,
Northern Hemisphere,1999-11-15,,,,,0.23756,0.21,0.2565,,,0.53,,,,,,,,,34054247,24223846,10.796,,
Northern Hemisphere,1999-12-15,,,,,0.22729,0.1995,0.2465,,,0.66,,,,,,,,,42991531,24195732,12.641,,
