"API_WellNo","County","CoName","Hole","SideTrck","Completion","Well_Typ","Field","Wl_Status","Well_Nm","town","Prod Form","MonthProd","GasProd","WaterProd","OilProd","Year"
"31013116270000","Chautauqua","Empire Energy E & P, LLC","11627","00","00","GD","Lakeshore","AC","Mancuso 1247","Arkwright","Medina","12","248","0","0","2022"
"31029181120000","Erie","Cotton Well Drilling Company, Inc.","18112","00","00","GD","Brant-Eden","AC","Boasberg 1","Eden","Medina","12","110","0","0","2022"
"31013141580000","Chautauqua","Vilardo Farms, LLC","14158","00","00","GD","Lakeshore","AC","Vilardo 5","Westfield","Medina","4","596","0","0","2022"
"31003663960000","Allegany","Crooks, John C.","66396","00","00","OD","Richburg","IN","Benson & Briggs 11","Genesee","Richburg","0","0","0","0","2022"
"31029072490000","Erie","Empire Energies","07249","00","00","GD","North Collins","AC","Reading 1 IGC-448","North Collins","Akron","12","200","0","0","2022"
"31037228510000","Genesee","Stedman Energy, Inc.","22851","00","00","GD","Alden-Lancaster","AC","Kutter 2","Pembroke","Medina","12","1360","0","0","2022"
"31003226870000","Allegany","Nathan Petroleum Corporation","22687","00","00","OD","Beech Hill-Independence","AC","Clark 100 3","Independence","Fulmer Valley","12","86","3","26","2022"
"31013252580000","Chautauqua","PPP Future Development Inc.","25258","00","00","GD","Lakeshore","AC","Lewis 1","Sheridan","Medina","12","1016","0","0","2022"
"31029255510000","Erie","Pan Energy Company, Inc.","25551","00","00","GD","North Collins","AC","Lena 1","North Collins","Medina","12","2105","0","0","2022"
"31003657180000","Allegany","Pine Oil Co.","65718","00","00","IW","Richburg","IN","Pine Oil 131","Genesee","Richburg","0","0","0","0","2022"
"31037117420000","Genesee","Alden Aurora Gas Company, Inc.","11742","00","00","GD","Alden-Lancaster","AC","Shaffer 4","Darien","Medina","12","683","0","0","2022"
"31003235600000","Allegany","Sam Koehler Enterprises, Inc.","23560","00","00","OD","Beech Hill-Independence","AC","Mervine 40","Independence","Fulmer Valley","7","251","2","10","2022"
"31009600950000","Cattaraugus","Thomas A Miller Oil Co.","60095","00","00","OD","Not Applicable","IN","Andrews U7     ","Allegany","Not Applicable","0","0","0","0","2022"
"31013116250000","Chautauqua","Empire Energy E & P, LLC","11625","00","00","GD","Lakeshore","AC","Smith 1245","Portland","Medina","12","1281","0","0","2022"
"31009284700000","Cattaraugus","Dimes Energy GP Inc.","28470","00","00","OD","Bradford","AC","DC-20","Allegany","Bradford & Chipmunk","12","377","201","285","2022"
"31003300230000","Allegany","Sam Koehler Enterprises, Inc.","30023","00","00","OD","Fulmer Valley","AC","Andover Oil #1-3","Andover","Penny & Fulmer Valley","12","246","4","8","2022"
"31013109280000","Chautauqua","Empire Energy E & P, LLC","10928","00","00","GD","Lakeshore","AC","Joswiak M + D 1177 1","Pomfret","Medina","7","18","0","0","2022"
"31029224460000","Erie","Empire Energy E & P, LLC","22446","00","00","GD","Brant-Eden","AC","Harder, W 1a","Boston","Grimsby","12","1443","0","0","2022"
"31051157260000","Livingston","Wasson, Lisa J.","15726","00","00","GD","Silver Lake","IN","Prevost 1","Leicester","Medina","0","0","0","0","2022"
"31013249030001","Chautauqua","PPP Future Development Inc.","24903","00","01","GD","Lakeshore","AC","Meadows 1A","Hanover","Medina","12","385","0","0","2022"
"31009677570000","Cattaraugus","Perkins & Perkins Oil Co. Inc.","67757","00","00","OD","Four Mile","AC","Oak Hill 1","Allegany","Bradford","4","0","1","1","2022"
"31013169790000","Chautauqua","Empire Energy E & P, LLC","16979","00","00","GD","Lakeshore","AC","Harrington,L 2","Chautauqua","Medina","12","1540","0","0","2022"
"31013193570000","Chautauqua","Empire Energy E & P, LLC","19357","00","00","GD","Lakeshore","AC","Wilson, M 1","Poland","Medina","12","564","0","0","2022"
"31121160900000","Wyoming","Hoffman, Carol","16090","00","00","GW","Sheldon","AC","R. Barvarian 1","Sheldon","Medina","12","75","0","0","2022"
"31013096050000","Chautauqua","PPP Future Development Inc.","09605","00","00","GD","Lakeshore","AC","Smith W.O. and M.L. Fee 3","Arkwright","Medina","12","100","0","0","2022"
"31051173360000","Livingston","Lenape Resources LLC","17336","00","00","GD","Avon","AC","Anderson 1","Avon","Medina","0","0","0","0","2022"
"31003678210000","Allegany","Iron Dinosaur Oil","67821","00","00","OD","Browning","IN","Browning 33","Scio","Scio","0","0","0","0","2022"
"31013143610000","Chautauqua","Empire Energy E & P, LLC","14361","00","00","GD","Lakeshore","AC","Waters, P 1","Ripley","Medina","8","271","0","0","2022"
"31013278440000","Chautauqua","Vertical Energy, Inc.","27844","00","00","OD","Busti","AC","Eggleston 4","Busti","Glade","12","6","2","20","2022"
"31009286870000","Cattaraugus","Vertical Energy, Inc.","28687","00","00","OD","Five Mile","AC","Washington 19","Olean","Chipmunk, Bradford 2nd & 3rd","12","30","40","332","2022"
"31011205100000","Cayuga","Minard Run Oil Company","20510","00","00","GD","West Auburn","AC","Staehr 804-6","Springport","Queenston","12","1561","0","0","2022"
"31013136290000","Chautauqua","Empire Energy E & P, LLC","13629","00","00","GD","Lakeshore","AC","Michalske 1255","Pomfret","Medina","12","39","0","0","2022"
"31013181230000","Chautauqua","Empire Energy E & P, LLC","18123","00","00","GD","Lakeshore","AC","Neckers 710","Mina","Medina","9","216","0","0","2022"
"31013122200000","Chautauqua","Empire Energy E & P, LLC","12220","00","00","GD","Lakeshore","AC","Howard 1351","Hanover","Medina","12","491","0","0","2022"
"31037174680000","Genesee","United States Gypsum Company","17468","00","00","GD","Huron Creek","AC","Fiorica 1","Pembroke","Medina","11","138","0","0","2022"
"31003563310000","Allegany","PPP Future Development Inc.","56331","00","00","OD","Richburg","SI","Daggett 203","Genesee","Richburg","0","0","0","0","2022"
"31003652280000","Allegany","C.O.G. Development & Resources, Inc.","65228","00","00","OD","Richburg","IN","Lincoln l5","Bolivar","Richburg","0","0","0","0","2022"
"31013121330000","Chautauqua","Empire Energy E & P, LLC","12133","00","00","GD","Lakeshore","AC","Szymczak 1252","Portland","Medina","12","593","0","0","2022"
"31009255180000","Cattaraugus","Dallas Energy, LLC","25518","00","00","OD","Chipmunk","AC","Johnson 20","Carrollton","Chipmunk, Bradford 2nd & 3rd","12","184","107","19","2022"
"31029209690000","Erie","Cotton Well Drilling Company, Inc.","20969","00","00","GE","North Collins","AC","Kern 1","Concord","Medina","12","354","0","0","2022"
"31003136700000","Allegany","PPP Future Development Inc.","13670","00","00","OD","Fulmer Valley","AC","Joyce Management 1","Andover","Penny","0","0","0","0","2022"
"31013155160000","Chautauqua","Empire Energy E & P, LLC","15516","00","00","GD","Lakeshore","AC","Green Brothers 583","Chautauqua","Medina","12","594","0","0","2022"
"31013158110000","Chautauqua","Empire Energy E & P, LLC","15811","00","00","GD","Lakeshore","AC","Bain,W 1","Chautauqua","Medina","12","479","0","0","2022"
"31003254100001","Allegany","Sam Koehler Enterprises, Inc.","25410","00","01","OD","Fulmer Valley","AC","Barrera-Allegany Yankee 4A","Andover","Penny & Fulmer Valley","12","246","12","15","2022"
"31013176510000","Chautauqua","Scott's Peek 'N Peak, LLC","17651","00","00","GD","Lakeshore","AC","Martin Unit 1","French Creek","Medina","12","184","0","0","2022"
"31003658230000","Allegany","Collins, Dave","65823","00","00","OD","Richburg","AC","Smith 4","Bolivar","Richburg","3","0","3","9","2022"
"31013189610000","Chautauqua","PPP Future Development Inc.","18961","00","00","GD","Lakeshore","AC","Auffinger 3","Ellington","Medina","12","642","0","0","2022"
"31003098590000","Allegany","Klein Oil & Logging","09859","00","00","OD","Beech Hill-Independence","AC","Austin-Bayard 37","Independence","Fulmer Valley","12","10","1","3","2022"
"31009285080000","Cattaraugus","Dimes Energy GP Inc.","28508","00","00","OD","Bradford","AC","DB-19","Allegany","Bradford & Chipmunk","12","0","74","117","2022"
"31013137590000","Chautauqua","Empire Energy E & P, LLC","13759","00","00","GD","Lakeshore","AC","Propheter 551","Chautauqua","Medina","12","1681","0","0","2022"
"31003652440000","Allegany","AJ Oil And Gas Exploration Inc","65244","00","00","OD","Ford's Brook","IN","Ford's Brook fb4","Willing","Richburg","5","0","1","5","2022"
"31013242530000","Chautauqua","PPP Future Development Inc.","24253","00","00","GD","Lakeshore","AC","Bently 1-469","Kiantone","Medina","12","1350","0","0","2022"
"31029069230000","Erie","McCool, John E.","06923","00","00","GD","Lakeview","AC","Schoellkopf;jf Inc 6","Hamburg","Medina","12","428","0","0","2022"
"31101216450000","Steuben","Nathan Petroleum Corporation","21645","00","00","OD","Beech Hill-Independence","AC","Edwards 26","West Union","Fulmer Valley","12","17","3","5","2022"
"31013108750000","Chautauqua","Empire Energy E & P, LLC","10875","00","00","GD","Lakeshore","AC","Pratt 168","Mina","Medina","7","162","0","0","2022"
"31013158910000","Chautauqua","Empire Energy E & P, LLC","15891","00","00","GD","Lakeshore","AC","Legters, C 1","French Creek","Medina","9","98","0","0","2022"
"31003663310000","Allegany","Betsy Bug LTD","66331","00","00","OD","Richburg","PA","Williams 6","Bolivar","Richburg","0","0","0","0","2022"
"31101214320000","Steuben","Nathan Petroleum Corporation","21432","00","00","OD","Beech Hill-Independence","AC","Neuenschwander 5","West Union","Fulmer Valley","12","100","224","61","2022"
"31003652410000","Allegany","C.O.G. Development & Resources, Inc.","65241","00","00","OD","Richburg","IN","Lincoln l18","Bolivar","Richburg","0","0","0","0","2022"
"31003659800000","Allegany","J. J. Bucher Producing Corporation","65980","00","00","OD","Richburg","IN","Emerson 5","Scio","Richburg","0","0","0","0","2022"
"31013242820001","Chautauqua","Universal Resources Holdings, Inc.","24282","00","01","GD","Lakeshore","AC","Wilson 4A","Charlotte","Medina","10","276","0","0","2022"
"31099204310000","Seneca","Minard Run Oil Company","20431","00","00","GD","Fayette-Waterloo","AC","Clemens 1 (4171)","Varick","Queenston","12","2125","0","0","2022"
"31009636530000","Cattaraugus","Stephan, Philip D.","63653","00","00","OD","Chipmunk","IN","Pfeiffer 32","Allegany","Chipmunk","0","0","0","0","2022"
"31013176890000","Chautauqua","PPP Future Development Inc.","17689","00","00","GD","Lakeshore","AC","V Mead 2","Gerry","Medina","12","1279","0","0","2022"
"31121041320000","Wyoming","PPP Future Development Inc.","04132","00","00","GD","Leicester","AC","Wallace 826","Covington","Medina","11","1445","0","0","2022"
"31003558360000","Allegany","Hungerford Oil Partners","55836","00","00","OD","Clarksville","IN","Kingsbury 25","Clarksville","Richburg","0","0","0","0","2022"
"31013250540000","Chautauqua","PPP Future Development Inc.","25054","00","00","GD","Lakeshore","AC","Nickerson 3","North Harmony","Medina","12","243","0","0","2022"
"31003697470000","Allegany","Ashe Oil Company","69747","00","00","OD","Richburg","IN","Central 61","Scio","Richburg","0","0","0","0","2022"
"31003603630000","Allegany","Alma Gas Company, Inc.","60363","00","00","GD","Sharon","AC","Stebbins (Dickerson) 2131","Alma","Upper Devonian","12","259","0","0","2022"
"31003222610000","Allegany","Klein Oil & Logging","22261","00","00","OD","Beech Hill-Independence","AC","Austin-Bayard 57","Independence","Fulmer Valley","12","10","4","25","2022"
"31009300220000","Cattaraugus","Dallas Energy, LLC","30022","00","00","OD","Bradford","AC","Trimble # 5","Carrollton","Chipmunk, Bradford 1st,2nd,3rd","12","289","279","147","2022"
"31013183710000","Chautauqua","Town of Chautauqua","18371","00","00","GD","Lakeshore","AC","Mayville Central Sch 1","Chautauqua","Medina","12","1448","0","0","2022"
"31003656800000","Allegany","Pine Oil Co.","65680","00","00","OD","Richburg","AC","Pine Oil 25","Genesee","Richburg","3","0","0","3","2022"
"31003675620000","Allegany","Stuck, Marion","67562","00","00","OD","Richburg","IN","Crandall 1","Bolivar","Richburg","0","0","0","0","2022"
"31013146430000","Chautauqua","Curtis & Son Oil, Inc.","14643","00","00","OD","Busti","AC","Blodgett 17","Busti","Glade","12","0","0","1","2022"
"31003653030000","Allegany","C.O.G. Development & Resources, Inc.","65303","00","00","OD","Richburg","IN","Meadowbank mt3","Bolivar","Richburg","0","0","0","0","2022"
"31011217240000","Cayuga","Minard Run Oil Company","21724","00","00","GD","West Auburn","AC","Bacon 605-07","Aurelius","Queenston","12","1048","0","0","2022"
"31013118960000","Chautauqua","Empire Energy E & P, LLC","11896","00","00","GD","Lakeshore","AC","Haskell 421 1","Stockton","Medina","12","1471","0","0","2022"
"31009241650000","Cattaraugus","Pennhills Resources, LLC","24165","00","00","OD","Bradford","AC","Rumsey Devonian Sec 14 Lot 1-76","Allegany","Bradford & Chipmunk","12","286","5","82","2022"
"31013135420000","Chautauqua","R.C. Southwell Oil, LLC","13542","00","00","OD","Busti","AC","Peereboom 4","Busti","Glade","12","0","1","2","2022"
"31003655810000","Allegany","Clark, Ernest E. and Richard C.","65581","00","00","OD","Ford's Brook","IN","Doty 4","Alma","Richburg","0","0","0","0","2022"
"31013121680000","Chautauqua","Empire Energy E & P, LLC","12168","00","00","GD","Lakeshore","AC","Shorewood 1335","Dunkirk","Medina","12","1839","0","0","2022"
"31013122430000","Chautauqua","PPP Future Development Inc.","12243","00","00","GD","Lakeshore","IN","Noel 491","Arkwright","Medina","4","319","0","0","2022"
"31013167100000","Chautauqua","Empire Energy E & P, LLC","16710","00","00","GD","Lakeshore","AC","NYSRA 5-20","Chautauqua","Medina","8","186","14","0","2022"
"31003659430000","Allegany","AJ Oil And Gas Exploration Inc","65943","00","00","OD","Fulmer Valley","AC","W & J 2","Willing","Fulmer Valley","0","0","0","0","2022"
"31009250780001","Cattaraugus","PPP Future Development Inc.","25078","00","01","GD","Lakeshore","AC","Slabaugh 3","Leon","Medina","12","2825","0","0","2022"
"31015261420000","Chemung","Repsol Oil & Gas USA, LLC","26142","00","00","GW","Skye-Top","SI","Bean E. 1","Van Etten","Black River","0","0","0","0","2022"
"31003606400000","Allegany","Sandstone Oil & Gas Development, LLC","60640","00","00","OD","Richburg","IN","Slade Lot 29 #3","Genesee","Richburg","0","0","0","0","2022"
"31029170440000","Erie","Waddell, Debora","17044","00","00","GD","Lakeview","AC","Grupp2","Evans","Medina","12","94","0","0","2022"
"31003609230000","Allegany","Saint John Exploration & Production, Inc.","60923","00","00","IW","Richburg","IN","Trio Farm 15x","Bolivar","Richburg","0","0","0","0","2022"
"31009225660000","Cattaraugus","PPP Future Development Inc.","22566","00","00","GD","Chaffee-Arcade","AC","Medina Power Co Mpc 3","Yorkshire","Medina","12","641","0","0","2022"
"31013117840000","Chautauqua","Empire Energy E & P, LLC","11784","00","00","GD","Lakeshore","AC","Stafford 1292","Pomfret","Medina","12","2545","0","0","2022"
"31013189150000","Chautauqua","Nucomer Energy, LLC","18915","00","00","GD","Lakeshore","AC","Butcher, J 6339","Villenova","Medina","11","303","0","0","2022"
"31013225850000","Chautauqua","Empire Energy E & P, LLC","22585","00","00","GD","Lakeshore","AC","Buseck 2 8469","Stockton","Medina","12","377","0","0","2022"
"31053239650000","Madison","Minard Run Oil Company","23965","00","00","GD","Lebanon","AC","Lane 3-363","Lebanon","Oneida","7","11","0","0","2022"
"31009681710000","Cattaraugus","Frank H. Stephan Oil Group","68171","00","00","OD","Four Mile","PA","Nine Mile 12","Allegany","Bradford Third","0","0","0","0","2022"
"31013144030000","Chautauqua","Cotton Well Drilling Company, Inc.","14403","00","00","GD","Lakeshore","AC","Timber Products","Westfield","Medina","0","0","0","0","2022"
"31013158070000","Chautauqua","Empire Energy E & P, LLC","15807","00","00","GD","Lakeshore","AC","White, H 4","French Creek","Medina","12","481","0","0","2022"
"31037139660000","Genesee","Lenape Resources LLC","13966","00","00","GD","Uhley Corners-Caledonia","AC","Ridley 22","Pavilion","Medina","12","1743","0","0","2022"
"31013281840000","Chautauqua","Johnson, Mark & Troy","28184","00","00","OD","Busti","AC","Evinczik 14","Busti","Glade","12","0","2","120","2022"
"31099230420000","Seneca","Empire Energy E & P, LLC","23042","00","00","GW","Montezuma Marsh","AC","Smith-Griggs 1","Tyre","Queenston","12","1358","0","0","2022"
"31009665980000","Cattaraugus","McCracken, Cory","66598","00","00","OD","Chipmunk","IN","Sutter 29","Allegany","Chipmunk","0","0","0","0","2022"
"31009661100000","Cattaraugus","Uhl Oil Co., Inc.","66110","00","00","OD","Chipmunk","AC","Schnell 1","Allegany","Chipmunk","12","10","9","55","2022"
"31013188790000","Chautauqua","Emke, Diane","18879","00","00","GD","Lakeshore","AC","Emke, D 6327","Villenova","Medina","1","40","0","0","2022"
"31013054750000","Chautauqua","Libra Petroleum Company","05475","00","00","OD","Busti","AC","Lawrence Crandall 5","Busti","Glade","12","0","1","1","2022"
"31003555330000","Allegany","Ashe Oil Company","55533","00","00","IW","Richburg","IN","Central 080","Scio","Richburg","0","0","0","0","2022"
"31013125420000","Chautauqua","PPP Future Development Inc.","12542","00","00","GW","Lakeshore","SI","Lenart NY 12","Harmony","Medina","0","0","0","0","2022"
"31013050400000","Chautauqua","Vertical Energy, Inc.","05040","00","00","OD","Busti","AC","Crandall 2-1","Busti","Glade","12","2","1","2","2022"
"31013098970000","Chautauqua","Curtis & Son Oil, Inc.","09897","00","00","OD","Busti","AC","Boswell 8","Busti","Glade","12","0","0","1","2022"
"31029666160000","Erie","Kran-Mill Development, Inc.","66616","00","00","GD","Alden-Lancaster","IN","Bischof  1","Clarence","Medina","0","0","0","0","2022"
"31009219240000","Cattaraugus","Case Brothers Inc.","21924","00","00","OD","Chipmunk","AC","Case 24","Carrollton","Chipmunk, Bradford 1st & 2nd","3","6","2","5","2022"
"31013199030000","Chautauqua","Empire Energy E & P, LLC","19903","00","00","GD","Lakeshore","AC","NYSRA 9-3","Ellington","Medina","12","1076","0","0","2022"
"31003282670000","Allegany","PPP Future Development Inc.","28267","00","00","OD","Fulmer Valley","AC","Richardson 8","Independence","Fulmer Valley","12","360","0","0","2022"
"31013225820000","Chautauqua","PPP Future Development Inc.","22582","00","00","GD","Lakeshore","SI","NYSRA 1-13  7678","Charlotte","Medina","0","0","0","0","2022"
"31003652590000","Allegany","C.O.G. Development & Resources, Inc.","65259","00","00","OD","Richburg","IN","Meadowbank ma4","Bolivar","Richburg","0","0","0","0","2022"
"31013102520000","Chautauqua","Stedman Energy, Inc.","10252","00","00","GD","Lakeshore","AC","Meeder Andy 93","Ripley","Medina","6","25","0","0","2022"
"31013189080000","Chautauqua","Stedman Energy, Inc.","18908","00","00","GD","Lakeshore","AC","Graser-Wheeler 2","Cherry Creek","Medina","11","859","0","0","2022"
"31003652530000","Allegany","AJ Oil And Gas Exploration Inc","65253","00","00","OD","Ford's Brook","IN","Ford's Brook fb15","Willing","Richburg","0","0","0","0","2022"
"31029155910000","Erie","Stedman Energy, Inc.","15591","00","00","GD","Buffalo Creek","AC","A. Eldridge 1","Marilla","Medina","12","1069","0","0","2022"
"31009245970000","Cattaraugus","Pennhills Resources, LLC","24597","00","00","OD","Bradford","AC","Rumsey Devonian Sec 10 Lot 1-161","Allegany","Upper Devonian","12","240","4","65","2022"
"31013124530000","Chautauqua","Empire Energy E & P, LLC","12453","00","00","OD","Busti","SI","Anderson 15","Busti","Glade","3","0","0","18","2022"
"31009246720001","Cattaraugus","PPP Future Development Inc.","24672","00","01","GD","Lakeshore","AC","Daniel 3A","Perrysburg","Medina","12","634","0","0","2022"
"31009284420000","Cattaraugus","Vertical Energy, Inc.","28442","00","00","OD","Chipmunk","AC","Odell 6","Carrollton","Chipmunk & Bradford 2nd","12","2","3","22","2022"
"31013120320000","Chautauqua","Curtis & Son Oil, Inc.","12032","00","00","OD","Busti","AC","Boswell 14","Busti","Glade","12","0","1","1","2022"
"31101238530000","Steuben","Nathan Petroleum Corporation","23853","00","00","OD","Beech Hill-Independence","AC","Edwards II  47","West Union","Fulmer Valley","12","282","3","32","2022"
"31013244550000","Chautauqua","PPP Future Development Inc.","24455","00","00","GD","Lakeshore","AC","Cross Unit 4","Hanover","Medina","12","330","0","0","2022"
"31037173620000","Genesee","United States Gypsum Company","17362","00","00","GD","Huron Creek","AC","Bowker 1","Batavia","Medina","12","997","0","0","2022"
"31009134280000","Cattaraugus","Iroquois Gas Corp.","13428","00","00","OD","Not Applicable","IN","E. Blackman","East Otto","Not Applicable","0","0","0","0","2022"
"31003639600000","Allegany","Saint John Exploration & Production, Inc.","63960","00","00","OD","Richburg","IN","Trio Farm 73","Bolivar","Richburg","0","0","0","0","2022"
"31013276570000","Chautauqua","Decker, James K. & Tiffany J.","27657","00","00","OD","Busti","AC","Hanstrom 3","Busti","Glade","12","29","7","45","2022"
"31003652850000","Allegany","C.O.G. Development & Resources, Inc.","65285","00","00","OD","Richburg","IN","Meadowbank mb5","Bolivar","Richburg","0","0","0","0","2022"
"31003659060000","Allegany","Simon of Bolivar Enterprises, Inc.","65906","00","00","OD","Richburg","IN","A&F Oil Co. 56","Genesee","Richburg","0","0","0","0","2022"
"31037229860000","Genesee","Stedman Energy, Inc.","22986","00","00","GD","Alden-Lancaster","AC","Babcock 3","Pembroke","Medina","12","1161","0","0","2022"
"31003157190000","Allegany","Case Brothers Inc.","15719","00","00","OW","Richburg","IN","Altimus A-1","Genesee","Richburg","0","0","0","0","2022"
"31013283380000","Chautauqua","Curtis & Son Oil, Inc.","28338","00","00","OD","Busti","AC","Anderson 19","Busti","Upper Devonian","12","0","7","55","2022"
"31013199000000","Chautauqua","Stedman Energy, Inc.","19900","00","00","GD","Lakeshore","AC","Monk 2","Ripley","Medina","12","1109","0","0","2022"
"31015229020100","Chemung","Repsol Oil & Gas USA, LLC","22902","01","00","GE","Wilson Hollow","AC","Lederer 1412-A","Catlin","Black River","12","5883","0","0","2022"
"31013181960000","Chautauqua","Empire Energy E & P, LLC","18196","00","00","GD","Lakeshore","AC","Marshall, D 1","Ellington","Medina","12","1011","0","0","2022"
"31101227690000","Steuben","Chesapeake Appalachia, LLC","22769","00","00","GE","Glodes Corners Road","SI","Ballam-Carter 1","Pulteney","Black River","0","0","0","0","2022"
"31003667980000","Allegany","Joyce, Christine M.","66798","00","00","OD","Fulmer Valley","IN","Clark 4","Andover","Fulmer Valley","0","0","0","0","2022"
"31013127730000","Chautauqua","Empire Energy E & P, LLC","12773","00","00","GD","Lakeshore","AC","Connelly,J 1","Westfield","Medina","9","1093","0","0","2022"
"31013190270000","Chautauqua","Empire Energy E & P, LLC","19027","00","00","GD","Lakeshore","AC","Hitchcock, R 1","Ellington","Medina","12","721","0","0","2022"
"31003234290000","Allegany","Klein Oil & Logging","23429","00","00","OD","Richburg","AC","Lot 53 K-17","Alma","Richburg","12","7","0","1","2022"
"31011212960000","Cayuga","Minard Run Oil Company","21296","00","00","GD","West Auburn","AC","O'Hara Farms 1182-6","Aurelius","Queenston","12","1391","76","0","2022"
"31009259130001","Cattaraugus","Blackhawk Energy, LLC","25913","00","01","OD","Bradford","IN","Young 70","Olean","Upper Devonian","9","267","99","124","2022"
"31013095230000","Chautauqua","Libra Petroleum Company","09523","00","00","OD","Busti","AC","Hanson 11","Busti","Glade","12","0","1","1","2022"
"31013122130000","Chautauqua","Empire Energy E & P, LLC","12213","00","00","GD","Lakeshore","AC","Cappellino 1359","Pomfret","Medina","12","738","4","0","2022"
"31003071520000","Allegany","Klein Oil & Logging","07152","00","00","OD","Beech Hill-Independence","AC","Austin-Bayard 24","Independence","Fulmer Valley","12","10","1","5","2022"
"31009300230000","Cattaraugus","Dallas Energy, LLC","30023","00","00","OD","Bradford","AC","Potter Lumber 2 # 3","Carrollton","Chipmunk, Bradford 1st,2nd,3rd","12","1107","618","230","2022"
"31029186780000","Erie","Stedman Energy, Inc.","18678","00","00","GD","Brant-Eden","AC","Piller 2","Eden","Grimsby","11","414","0","0","2022"
"31097238360000","Schuyler","Talisman Energy USA Inc.","23836","00","00","GE","Howland Hill","IN","Calabro T1","Orange","Marcellus","0","0","0","0","2022"
"31009282880000","Cattaraugus","AC Oil LLC","28288","00","00","OD","Bradford","AC","Neece 6","Carrollton","Chipmunk, Bradford 1st,2nd,3rd","12","10","7","185","2022"
"31013126040000","Chautauqua","Empire Energy E & P, LLC","12604","00","00","GD","Lakeshore","AC","Mulholland 509","Chautauqua","Medina","12","1463","0","0","2022"
"31013137860000","Chautauqua","PPP Future Development Inc.","13786","00","00","GD","Lakeshore","AC","Brown, H Ae-80","Busti","Medina","12","245","0","0","2022"
"31003669730000","Allegany","Hess, Jay E.","66973","00","00","GD","Beech Hill-Independence","AC","Livermore Bros. 3","Independence","Fulmer Valley","12","20","0","0","2022"
"31009235950001","Cattaraugus","Pennhills Resources, LLC","23595","00","01","OD","Bradford","AC","Rumsey Devonian Sec 11 Lot 3-9A","Allegany","Bradford & Chipmunk","12","284","5","45","2022"
"31013116850000","Chautauqua","Empire Energy E & P, LLC","11685","00","00","GD","Lakeshore","AC","Mattoon 1272","Sheridan","Medina","12","370","0","0","2022"
"31003675540000","Allegany","Saint John Exploration & Production, Inc.","67554","00","00","IW","Richburg","IN","Trio 0148","Bolivar","Richburg","0","0","0","0","2022"
"31099196230000","Seneca","Minard Run Oil Company","19623","00","00","GD","Fayette-Waterloo","AC","Somerville 5 (4155)","Varick","Queenston","12","751","0","0","2022"
"31029251840000","Erie","PPP Future Development Inc.","25184","00","00","GD","North Collins","AC","Allen 1","North Collins","Medina","12","1665","0","0","2022"
"31013146530000","Chautauqua","Empire Energy E & P, LLC","14653","00","00","GD","Lakeshore","AC","Hewes,G 1","Chautauqua","Medina","12","2644","4","0","2022"
"31029016920000","Erie","Empire Energy E & P, LLC","01692","00","00","GD","Elma","AC","Langendofer 127-I","Elma","Medina","9","637","0","0","2022"
"31037174020000","Genesee","United States Gypsum Company","17402","00","00","GD","Huron Creek","AC","Doktor 1","Pembroke","Medina","10","118","0","0","2022"
"31011161230000","Cayuga","A.D.C.O. Well Services Inc.","16123","00","00","GE","West Auburn","IN","Adams 780-2","Springport","Queenston","0","0","0","0","2022"
"31037204420000","Genesee","United States Gypsum Company","20442","00","00","GD","Indian Falls","AC","Blickensderfer 1","Pembroke","Medina","12","380","0","0","2022"
"31009283870000","Cattaraugus","Burlingame Oil, LLC","28387","00","00","OD","Four Mile","AC","Burlingame 08","Allegany","Bradford Third","12","28","2","19","2022"
"31003165770000","Allegany","Sam Koehler Enterprises, Inc.","16577","00","00","OW","Beech Hill-Independence","AC","Grantier 5","Independence","Fulmer Valley","7","251","2","10","2022"
"31013207630000","Chautauqua","Empire Energy E & P, LLC","20763","00","00","GD","Lakeshore","AC","Coleman, H 4","Chautauqua","Medina","12","1840","0","0","2022"
"31121144830000","Wyoming","PPP Future Development Inc.","14483","00","00","GD","Silver Lake","AC","Patrick, R 1","Castile","Medina","11","1031","0","0","2022"
"31013158580000","Chautauqua","Empire Energy E & P, LLC","15858","00","00","GD","Lakeshore","AC","Rosati, A 1","Chautauqua","Medina","12","439","0","0","2022"
"31017263290000","Chenango","Minard Run Oil Company","26329","00","00","GE","Beaver Meadow - Herkimer pool","AC","Ingerto, J. 2H","Smyrna","Herkimer","12","1677","0","0","2022"
"31029142690000","Erie","Stedman Energy, Inc.","14269","00","00","GD","Brant-Eden","AC","Lardo B 1","Eden","Grimsby","12","703","0","0","2022"
"31029133040000","Erie","Preischel, Anthony H.","13304","00","00","GD","Brant-Eden","AC","Bower 1","Eden","Medina","12","135","0","0","2022"
"31121242870000","Wyoming","United States Gypsum Company","24287","00","00","GD","Danley Corners","AC","Unselt 2","Bennington","Medina","12","3376","20","0","2022"
"31013177990000","Chautauqua","Empire Energy E & P, LLC","17799","00","00","GD","Lakeshore","AC","Beckerink, H 1","Clymer","Medina","10","826","54","0","2022"
"31099260420000","Seneca","Minard Run Oil Company","26042","00","00","GD","Fayette-Waterloo","AC","Swartley 2 (626331)","Varick","Queenston","12","4281","0","0","2022"
"31003135490000","Allegany","PPP Future Development Inc.","13549","00","00","GW","Karr Valley","AC","NYSRA 3-6213","Almond","Marcellus","12","452","0","0","2022"
